,ï»¿ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_rating_range,Customer_loyalty,Discount_%_range
9596,9597,A,Flight,4,3,177,3,low,F,7,4834,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9597,9598,B,Flight,3,5,268,3,low,M,7,4910,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9598,9599,C,Flight,6,1,215,4,low,M,1,4581,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9599,9600,F,Flight,4,1,149,3,low,M,2,4499,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9600,9601,D,Flight,4,4,132,3,medium,F,5,4613,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9601,9602,F,Flight,3,1,246,3,low,F,10,4707,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9602,9603,A,Flight,3,4,155,3,medium,M,9,5718,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9603,9604,B,Flight,5,3,206,2,medium,M,7,4531,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9604,9605,C,Flight,4,2,134,3,medium,F,1,4064,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9605,9606,F,Flight,5,2,255,2,medium,M,9,5609,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9606,9607,D,Flight,3,1,168,4,medium,F,9,5136,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9607,9608,F,Ship,4,1,140,2,low,M,8,4926,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9608,9609,A,Ship,5,3,191,3,high,F,6,4244,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9609,9610,B,Ship,4,3,231,3,medium,F,8,5069,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9610,9611,C,Ship,3,3,264,2,low,M,2,4350,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9611,9612,F,Ship,5,3,137,3,low,M,6,5357,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9612,9613,D,Ship,5,3,170,3,medium,F,4,4446,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9613,9614,F,Ship,4,4,256,3,low,F,5,5399,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9614,9615,A,Ship,5,1,176,6,medium,M,9,4839,1,Rating 1 - 3,Loyal,(0% - 20%)
9615,9616,B,Ship,3,2,198,4,low,F,3,4172,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9616,9617,C,Ship,4,1,272,2,low,M,1,5666,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9617,9618,F,Ship,4,4,149,3,medium,F,2,4241,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9618,9619,D,Ship,5,3,192,7,medium,M,10,5976,0,Rating 1 - 3,Loyal,(0% - 20%)
9619,9620,F,Ship,6,5,117,7,medium,M,6,5529,1,Rating 4 - 5,Loyal,(0% - 20%)
9620,9621,A,Ship,2,4,180,2,low,F,6,5579,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9621,9622,B,Ship,3,2,158,2,medium,F,8,5907,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9622,9623,C,Ship,5,2,266,10,high,M,9,4784,1,Rating 1 - 3,Loyal,(0% - 20%)
9623,9624,F,Ship,6,3,304,4,low,M,3,1752,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9624,9625,D,Ship,6,3,244,5,medium,F,1,1847,1,Rating 1 - 3,Loyal,(0% - 20%)
9625,9626,F,Ship,7,4,301,4,low,F,1,1150,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9626,9627,A,Ship,4,2,275,5,medium,M,5,1900,0,Rating 1 - 3,Loyal,(0% - 20%)
9627,9628,B,Ship,5,5,236,5,low,M,3,1933,1,Rating 4 - 5,Loyal,(0% - 20%)
9628,9629,C,Ship,6,1,286,4,medium,M,10,1177,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9629,9630,F,Ship,5,5,238,6,low,M,3,1351,0,Rating 4 - 5,Loyal,(0% - 20%)
9630,9631,D,Ship,7,1,300,4,medium,F,10,1148,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9631,9632,F,Ship,6,4,292,4,medium,M,8,1779,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9632,9633,A,Ship,5,1,172,2,low,F,9,1723,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9633,9634,B,Ship,2,4,181,5,medium,F,9,1368,0,Rating 4 - 5,Loyal,(0% - 20%)
9634,9635,C,Ship,7,3,289,4,low,F,3,1037,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9635,9636,F,Ship,7,3,256,4,medium,M,4,1628,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9636,9637,D,Ship,4,4,251,5,medium,F,2,1329,1,Rating 4 - 5,Loyal,(0% - 20%)
9637,9638,F,Ship,6,5,245,4,low,M,2,1832,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9638,9639,A,Ship,4,4,140,2,low,M,6,4703,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9639,9640,B,Ship,5,4,191,3,high,F,7,4435,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9640,9641,C,Ship,4,3,231,3,medium,M,8,4991,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9641,9642,F,Ship,3,2,264,2,low,M,6,5702,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9642,9643,D,Ship,5,2,137,3,low,F,1,5242,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9643,9644,F,Ship,5,3,170,3,medium,M,6,5226,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9644,9645,A,Ship,4,1,256,3,low,M,6,5818,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9645,9646,B,Ship,5,4,176,6,medium,M,9,4605,0,Rating 4 - 5,Loyal,(0% - 20%)
9646,9647,C,Ship,3,5,198,4,low,F,10,4829,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9647,9648,F,Ship,4,1,272,2,low,M,2,5022,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9648,9649,D,Ship,4,3,149,3,medium,F,5,4031,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9649,9650,F,Ship,5,2,192,7,medium,M,2,4045,1,Rating 1 - 3,Loyal,(0% - 20%)
9650,9651,A,Ship,6,1,117,7,medium,F,4,4211,0,Rating 1 - 3,Loyal,(0% - 20%)
9651,9652,B,Ship,2,4,180,2,low,F,5,4010,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9652,9653,C,Ship,3,2,158,2,medium,M,9,4881,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9653,9654,F,Ship,5,5,266,10,high,F,2,5890,0,Rating 4 - 5,Loyal,(0% - 20%)
9654,9655,D,Ship,6,3,304,4,low,M,5,1215,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9655,9656,F,Ship,6,3,244,5,medium,F,4,1121,1,Rating 1 - 3,Loyal,(0% - 20%)
9656,9657,A,Ship,7,2,301,4,low,M,1,1339,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9657,9658,B,Ship,4,3,275,5,medium,M,5,1329,0,Rating 1 - 3,Loyal,(0% - 20%)
9658,9659,C,Ship,5,4,236,5,low,M,1,1682,0,Rating 4 - 5,Loyal,(0% - 20%)
9659,9660,F,Ship,6,5,286,4,medium,F,3,1773,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9660,9661,D,Ship,5,1,238,6,low,F,9,1192,0,Rating 1 - 3,Loyal,(0% - 20%)
9661,9662,F,Ship,7,2,300,4,medium,M,3,1070,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9662,9663,A,Ship,6,4,292,4,medium,F,1,1372,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9663,9664,B,Ship,5,2,172,2,low,F,2,1680,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9664,9665,C,Ship,2,5,181,5,medium,F,5,1043,0,Rating 4 - 5,Loyal,(0% - 20%)
9665,9666,F,Ship,7,5,289,4,low,F,10,1074,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9666,9667,D,Ship,7,5,256,4,medium,F,2,1396,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9667,9668,F,Ship,4,5,251,5,medium,F,6,1434,0,Rating 4 - 5,Loyal,(0% - 20%)
9668,9669,A,Ship,6,4,279,4,low,F,1,1621,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9669,9670,B,Ship,6,5,271,4,low,M,3,1710,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9670,9671,C,Ship,4,2,258,5,medium,M,1,1920,0,Rating 1 - 3,Loyal,(0% - 20%)
9671,9672,F,Ship,6,5,245,4,low,F,7,1521,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9672,9673,D,Ship,6,4,296,4,low,M,7,1969,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9673,9674,F,Ship,5,3,267,5,low,F,1,1505,0,Rating 1 - 3,Loyal,(0% - 20%)
9674,9675,A,Ship,6,5,268,4,medium,M,2,1462,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9675,9676,B,Ship,7,2,277,5,low,F,1,1700,1,Rating 1 - 3,Loyal,(0% - 20%)
9676,9677,C,Ship,6,2,259,4,low,M,5,1771,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9677,9678,F,Ship,5,1,275,5,low,F,3,1062,0,Rating 1 - 3,Loyal,(0% - 20%)
9678,9679,D,Ship,6,5,298,4,low,M,3,1009,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9679,9680,F,Ship,5,2,243,5,medium,F,4,1013,1,Rating 1 - 3,Loyal,(0% - 20%)
9680,9681,A,Ship,7,3,255,4,medium,F,4,1373,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9681,9682,B,Ship,4,3,232,5,low,F,9,1856,0,Rating 1 - 3,Loyal,(0% - 20%)
9682,9683,C,Ship,6,5,254,4,medium,M,4,1887,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9683,9684,F,Ship,4,1,234,5,low,M,3,1134,0,Rating 1 - 3,Loyal,(0% - 20%)
9684,9685,D,Ship,6,1,303,4,low,F,9,1080,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9685,9686,F,Ship,6,3,262,4,low,F,5,1563,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9686,9687,A,Ship,5,5,218,5,medium,F,7,1692,0,Rating 4 - 5,Loyal,(0% - 20%)
9687,9688,B,Ship,4,5,241,5,low,M,2,1043,0,Rating 4 - 5,Loyal,(0% - 20%)
9688,9689,C,Ship,6,3,267,4,medium,M,1,1942,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9689,9690,F,Ship,7,1,301,4,low,F,6,1052,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9690,9691,D,Ship,5,4,221,5,low,F,8,1927,1,Rating 4 - 5,Loyal,(0% - 20%)
9691,9692,F,Ship,6,5,275,4,low,M,2,1700,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9692,9693,A,Ship,6,4,292,4,medium,M,5,1793,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9693,9694,B,Ship,5,4,245,6,medium,M,9,1660,0,Rating 4 - 5,Loyal,(0% - 20%)
9694,9695,C,Ship,6,3,301,5,low,F,2,1452,1,Rating 1 - 3,Loyal,(0% - 20%)
9695,9696,F,Ship,6,3,245,4,medium,M,3,1772,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9696,9697,D,Ship,7,5,288,4,low,F,1,1269,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9697,9698,F,Ship,6,3,274,4,low,F,5,1452,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9698,9699,A,Ship,4,2,231,5,low,F,2,1465,1,Rating 1 - 3,Loyal,(0% - 20%)
9699,9700,B,Ship,6,3,310,5,low,M,6,1139,0,Rating 1 - 3,Loyal,(0% - 20%)
9700,9701,C,Road,5,3,256,6,medium,M,3,1441,0,Rating 1 - 3,Loyal,(0% - 20%)
9701,9702,F,Road,6,5,281,4,medium,M,5,1484,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9702,9703,D,Road,6,3,264,4,medium,F,3,1498,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9703,9704,F,Road,7,3,274,5,low,F,9,1764,0,Rating 1 - 3,Loyal,(0% - 20%)
9704,9705,A,Road,5,2,272,5,low,M,8,1317,0,Rating 1 - 3,Loyal,(0% - 20%)
9705,9706,B,Road,4,5,257,5,medium,M,6,1008,0,Rating 4 - 5,Loyal,(0% - 20%)
9706,9707,C,Road,6,3,310,4,low,F,2,1189,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9707,9708,F,Road,5,2,249,6,low,M,8,1170,1,Rating 1 - 3,Loyal,(0% - 20%)
9708,9709,D,Road,7,5,244,4,low,M,2,1330,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9709,9710,F,Road,4,3,219,6,medium,F,2,1634,0,Rating 1 - 3,Loyal,(0% - 20%)
9710,9711,A,Road,7,1,264,4,medium,F,2,1540,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9711,9712,B,Road,4,5,217,5,low,F,3,1572,1,Rating 4 - 5,Loyal,(0% - 20%)
9712,9713,C,Road,6,1,280,4,low,F,5,1624,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9713,9714,F,Road,4,2,247,5,low,M,10,1515,0,Rating 1 - 3,Loyal,(0% - 20%)
9714,9715,D,Road,3,4,270,6,low,F,7,4098,1,Rating 4 - 5,Loyal,(0% - 20%)
9715,9716,F,Road,4,5,248,3,low,F,2,5310,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9716,9717,A,Road,4,3,167,2,medium,F,1,5409,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9717,9718,B,Road,4,5,268,3,medium,M,9,5521,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9718,9719,C,Road,3,4,257,5,medium,M,10,4901,1,Rating 4 - 5,Loyal,(0% - 20%)
9719,9720,F,Road,5,2,152,3,low,F,4,4770,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9720,9721,D,Road,4,2,147,3,low,M,3,4152,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9721,9722,F,Road,3,4,179,2,low,M,5,4882,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9722,9723,A,Flight,3,4,201,3,medium,M,10,4032,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9723,9724,B,Flight,3,2,140,3,medium,M,8,5724,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9724,9725,C,Flight,5,1,139,3,medium,M,2,5632,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9725,9726,F,Flight,4,1,152,5,medium,M,8,5711,0,Rating 1 - 3,Loyal,(0% - 20%)
9726,9727,D,Flight,6,4,171,5,medium,M,9,4376,1,Rating 4 - 5,Loyal,(0% - 20%)
9727,9728,F,Flight,5,4,97,3,medium,F,8,4577,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9728,9729,A,Flight,4,2,257,3,medium,M,8,5772,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9729,9730,B,Flight,4,1,154,4,medium,M,1,5480,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9730,9731,C,Flight,3,5,138,2,medium,M,1,4881,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9731,9732,F,Flight,5,5,173,2,low,M,7,4716,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9732,9733,D,Flight,3,5,252,3,medium,F,8,4557,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9733,9734,F,Flight,5,2,251,2,low,M,2,4245,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9734,9735,A,Flight,3,5,223,4,high,F,7,5042,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9735,9736,B,Flight,5,2,261,3,high,M,3,5303,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9736,9737,C,Flight,4,2,111,2,high,F,4,5393,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9737,9738,F,Flight,3,2,210,3,low,F,9,4731,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9738,9739,D,Flight,4,1,161,3,low,M,1,4789,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9739,9740,F,Flight,3,4,143,3,low,M,10,5261,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9740,9741,A,Flight,4,3,170,2,low,M,2,5607,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9741,9742,B,Flight,2,5,151,3,medium,M,9,4767,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9742,9743,C,Flight,3,3,154,2,low,M,1,5884,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9743,9744,F,Flight,4,4,146,3,medium,F,6,4672,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9744,9745,D,Ship,5,1,238,5,low,F,5,5854,0,Rating 1 - 3,Loyal,(0% - 20%)
9745,9746,F,Ship,4,2,264,2,low,F,9,4490,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9746,9747,A,Ship,4,5,196,3,low,F,4,5610,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9747,9748,B,Ship,5,4,164,3,low,M,9,5135,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9748,9749,C,Ship,4,2,144,4,medium,F,2,4316,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9749,9750,F,Ship,3,5,147,2,medium,M,6,4350,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9750,9751,D,Ship,3,4,181,3,high,F,9,5470,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9751,9752,F,Ship,4,3,212,3,low,F,1,4518,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9752,9753,A,Ship,2,3,258,2,low,M,4,5052,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9753,9754,B,Ship,3,5,202,2,medium,F,8,4552,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9754,9755,C,Ship,4,5,143,3,medium,M,2,5286,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9755,9756,F,Ship,5,3,175,3,medium,F,7,5047,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9756,9757,D,Ship,5,1,135,3,low,F,10,5301,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9757,9758,F,Ship,2,5,249,3,low,F,3,4169,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9758,9759,A,Ship,4,2,202,3,medium,M,7,5821,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9759,9760,B,Ship,4,5,135,3,low,F,6,4557,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9760,9761,C,Ship,3,2,268,4,low,M,6,4415,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9761,9762,F,Ship,4,3,103,2,low,M,4,5146,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9762,9763,D,Ship,6,4,225,4,medium,M,10,4723,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9763,9764,F,Ship,6,5,211,6,low,M,3,4957,0,Rating 4 - 5,Loyal,(0% - 20%)
9764,9765,A,Ship,3,5,161,2,low,F,8,5021,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9765,9766,B,Ship,4,4,155,2,medium,F,6,5942,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9766,9767,C,Ship,5,2,182,4,medium,F,9,5159,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9767,9768,F,Ship,5,5,124,3,low,M,10,4331,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9768,9769,D,Ship,4,3,167,3,high,F,4,6000,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9769,9770,F,Ship,4,4,246,3,low,F,7,4090,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9770,9771,A,Ship,3,2,196,5,medium,F,6,5692,0,Rating 1 - 3,Loyal,(0% - 20%)
9771,9772,B,Ship,3,5,211,2,low,F,5,5877,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9772,9773,C,Ship,2,1,234,4,medium,F,9,5075,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9773,9774,F,Ship,3,5,174,6,low,M,6,5713,0,Rating 4 - 5,Loyal,(0% - 20%)
9774,9775,D,Ship,5,4,190,3,medium,F,4,4424,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9775,9776,F,Ship,4,1,255,3,medium,F,6,4313,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9776,9777,A,Ship,3,1,192,3,medium,M,4,4997,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9777,9778,B,Ship,5,2,174,3,low,F,10,5973,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9778,9779,C,Ship,3,1,263,3,medium,F,4,4208,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9779,9780,F,Ship,5,5,251,2,high,F,3,4741,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9780,9781,D,Ship,5,3,223,3,low,F,2,4671,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9781,9782,F,Ship,3,3,168,2,low,M,1,5097,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9782,9783,A,Ship,3,4,213,3,high,M,7,5516,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9783,9784,B,Ship,4,3,99,6,medium,M,9,5903,0,Rating 1 - 3,Loyal,(0% - 20%)
9784,9785,C,Ship,4,4,267,3,medium,M,9,5254,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9785,9786,F,Ship,5,1,183,3,medium,F,8,4531,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9786,9787,D,Ship,4,4,180,3,low,M,3,5031,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9787,9788,F,Ship,2,1,206,2,low,M,7,4721,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9788,9789,A,Ship,4,2,216,3,low,M,10,4636,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9789,9790,B,Ship,5,5,167,3,low,M,10,5591,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9790,9791,C,Ship,3,2,162,3,medium,M,4,4812,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9791,9792,F,Ship,3,1,250,3,medium,F,6,5832,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9792,9793,D,Ship,4,2,245,3,medium,M,1,4731,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9793,9794,F,Ship,3,4,226,3,low,F,7,4411,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9794,9795,A,Ship,5,1,226,2,medium,M,6,5395,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9795,9796,B,Ship,5,4,222,2,high,M,8,4996,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9796,9797,C,Ship,4,1,177,2,low,M,2,5911,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9797,9798,F,Ship,4,4,223,3,high,F,5,5654,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9798,9799,D,Ship,5,5,210,6,low,M,3,5051,0,Rating 4 - 5,Loyal,(0% - 20%)
9799,9800,F,Ship,4,2,170,2,low,M,3,4299,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9800,9801,A,Ship,5,5,135,4,low,M,8,5029,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9801,9802,B,Ship,3,5,192,4,medium,F,7,4741,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9802,9803,C,Ship,4,2,204,3,medium,F,3,4001,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9803,9804,F,Ship,3,4,244,3,medium,M,4,4458,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9804,9805,D,Ship,3,2,255,4,low,F,8,5511,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9805,9806,F,Ship,4,5,160,2,medium,F,8,5234,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9806,9807,A,Ship,4,1,150,2,low,M,5,4133,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9807,9808,B,Ship,4,2,242,6,medium,F,10,5655,1,Rating 1 - 3,Loyal,(0% - 20%)
9808,9809,C,Ship,4,5,240,6,medium,F,9,5498,1,Rating 4 - 5,Loyal,(0% - 20%)
9809,9810,F,Ship,2,4,246,2,low,M,10,5337,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9810,9811,D,Ship,3,1,232,2,low,F,3,4562,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9811,9812,F,Ship,4,3,274,3,low,F,5,4409,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9812,9813,A,Ship,4,3,253,3,low,F,5,5703,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9813,9814,B,Ship,5,1,229,4,medium,M,1,4584,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9814,9815,C,Ship,4,4,131,3,medium,F,10,4625,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9815,9816,F,Ship,4,3,125,3,low,F,10,5883,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9816,9817,D,Ship,3,3,201,3,low,F,2,5540,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9817,9818,F,Ship,4,4,207,3,medium,F,1,4019,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9818,9819,A,Ship,3,1,144,2,medium,M,8,5378,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9819,9820,B,Ship,3,5,109,4,medium,F,4,4308,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9820,9821,C,Ship,4,2,161,2,high,F,8,5654,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9821,9822,F,Ship,4,2,151,3,medium,M,3,5154,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9822,9823,D,Ship,3,3,149,4,low,F,2,5282,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9823,9824,F,Ship,5,5,239,3,low,M,5,4122,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9824,9825,A,Ship,4,3,287,5,medium,M,6,4376,1,Rating 1 - 3,Loyal,(0% - 20%)
9825,9826,B,Ship,3,3,132,2,medium,F,8,5810,1,Rating 1 - 3,Not Loyal,(0% - 20%)
9826,9827,C,Ship,5,2,165,5,medium,M,9,5313,0,Rating 1 - 3,Loyal,(0% - 20%)
9827,9828,F,Ship,5,4,143,2,low,M,1,5872,1,Rating 4 - 5,Not Loyal,(0% - 20%)
9828,9829,D,Ship,4,4,262,3,medium,M,2,5429,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9829,9830,F,Ship,5,3,201,6,low,F,3,4025,1,Rating 1 - 3,Loyal,(0% - 20%)
9830,9831,A,Ship,4,3,213,4,medium,M,8,4220,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9831,9832,B,Ship,2,3,269,2,low,M,3,5976,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9832,9833,C,Ship,6,5,217,4,low,F,2,4073,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9833,9834,F,Ship,4,3,133,2,low,F,10,4195,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9834,9835,D,Ship,3,4,248,3,medium,M,7,5299,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9835,9836,F,Ship,4,3,244,3,low,M,9,5339,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9836,9837,A,Ship,4,1,197,3,high,M,9,4917,0,Rating 1 - 3,Not Loyal,(0% - 20%)
9837,9838,B,Road,5,5,268,4,low,F,9,4208,0,Rating 4 - 5,Not Loyal,(0% - 20%)
9838,9839,C,Road,5,5,203,4,low,M,6,4557,1,Rating 4 - 5,Not Loyal,(0% - 20%)
